
--- [START 2021-06-20_13-54-43] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1624197292
		torch.__version__              = 1.9.0+cu102
		torch.version.cuda             = 10.2
		torch.backends.cudnn.version() = 7605
		os['CUDA_VISIBLE_DEVICES']     = None
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Tesla P100-PCIE-16GB', major=6, minor=0, total_memory=16280MB, multi_processor_count=56)


	__file__ = SZ256_EFB3A_MASK_5FOLDS
	out_dir  = /content/drive/My Drive/kaggle/covid19-det/output/SZ256_EFB3A_MASK_5FOLDS/fold3-fine

train_dataset : 
	len = 4981
	df  = (4981, 10)
	label distribution
		 0     Negative for Pneumonia:  1366 (0.2742)
		 1         Typical Appearance:  2367 (0.4752)
		 2   Indeterminate Appearance:   867 (0.1741)
		 3        Atypical Appearance:   381 (0.0765)

valid_dataset : 
	len = 1246
	df  = (1246, 10)
	label distribution
		 0     Negative for Pneumonia:   343 (0.2753)
		 1         Typical Appearance:   591 (0.4743)
		 2   Indeterminate Appearance:   215 (0.1726)
		 3        Atypical Appearance:    97 (0.0778)


** net setting **
net=<class '__main__.AmpNet'>
	initial_checkpoint = None

optimizer
  MADGRAD (
Parameter Group 0
    eps: 1e-06
    lr: 0.0001
    momentum: 0.9
    weight_decay: 0
)

** start training here! **
   fold = 3
   is_mixed_precision = True 
   batch_size = 8
   experiment = ['SZ256_EFB3A_MASK_5FOLDS']
                      |----- VALID ---|---- TRAIN/BATCH --------------
rate     iter   epoch | loss    map   | loss0  loss1  | time          
----------------------------------------------------------------------
0.00000  0.000* 0.00  | 1.438  0.208  0.443  0.655  | 0.000  0.000  0.000  |  0 hr 00 min
0.00010  0.020* 0.32  | 1.019  0.292  0.135  0.330  | 1.088  0.245  0.000  |  0 hr 00 min
0.00010  0.040* 0.64  | 1.059  0.286  0.234  0.419  | 1.041  0.219  0.000  |  0 hr 01 min
0.00010  0.060* 0.96  | 1.025  0.302  0.148  0.396  | 1.041  0.217  0.000  |  0 hr 01 min
0.00010  0.080* 1.29  | 1.102  0.296  0.144  0.419  | 0.949  0.194  0.000  |  0 hr 02 min
0.00010  0.100* 1.61  | 0.984  0.320  0.208  0.392  | 1.022  0.206  0.000  |  0 hr 03 min
0.00010  0.120* 1.93  | 1.092  0.319  0.277  0.430  | 0.979  0.212  0.000  |  0 hr 03 min
0.00010  0.140* 2.25  | 0.972  0.320  0.144  0.371  | 0.967  0.208  0.000  |  0 hr 04 min
0.00010  0.160* 2.57  | 0.985  0.336  0.132  0.404  | 0.928  0.201  0.000  |  0 hr 04 min
0.00010  0.180* 2.89  | 0.985  0.319  0.147  0.392  | 0.973  0.199  0.000  |  0 hr 05 min
0.00010  0.200* 3.22  | 0.951  0.337  0.149  0.374  | 0.903  0.198  0.000  |  0 hr 05 min
0.00010  0.220* 3.54  | 0.962  0.350  0.182  0.416  | 0.979  0.192  0.000  |  0 hr 06 min
0.00010  0.240* 3.86  | 0.988  0.334  0.173  0.365  | 0.945  0.202  0.000  |  0 hr 07 min
0.00010  0.260* 4.18  | 0.976  0.357  0.160  0.401  | 0.885  0.190  0.000  |  0 hr 07 min
0.00010  0.280* 4.50  | 0.960  0.358  0.164  0.363  | 0.927  0.195  0.000  |  0 hr 08 min
0.00010  0.300* 4.82  | 0.954  0.363  0.210  0.389  | 0.978  0.194  0.000  |  0 hr 08 min
0.00010  0.320* 5.14  | 1.021  0.338  0.136  0.388  | 0.876  0.184  0.000  |  0 hr 09 min
0.00010  0.340* 5.47  | 1.049  0.342  0.210  0.411  | 0.919  0.190  0.000  |  0 hr 10 min
0.00010  0.360* 5.79  | 1.018  0.351  0.157  0.423  | 0.847  0.186  0.000  |  0 hr 10 min
0.00010  0.380* 6.11  | 1.078  0.355  0.191  0.399  | 0.780  0.190  0.000  |  0 hr 11 min
0.00010  0.400* 6.43  | 1.085  0.356  0.236  0.423  | 0.874  0.188  0.000  |  0 hr 11 min
0.00010  0.420* 6.75  | 0.972  0.350  0.161  0.376  | 0.914  0.192  0.000  |  0 hr 12 min
0.00010  0.440* 7.07  | 1.028  0.341  0.239  0.416  | 0.876  0.193  0.000  |  0 hr 13 min
0.00010  0.460* 7.40  | 1.000  0.346  0.178  0.395  | 0.860  0.188  0.000  |  0 hr 13 min
0.00010  0.480* 7.72  | 0.966  0.351  0.152  0.390  | 0.837  0.196  0.000  |  0 hr 14 min
0.00010  0.500* 8.04  | 1.015  0.362  0.180  0.408  | 0.795  0.184  0.000  |  0 hr 14 min
0.00010  0.520* 8.36  | 1.074  0.358  0.197  0.401  | 0.792  0.186  0.000  |  0 hr 15 min
0.00010  0.540* 8.68  | 0.988  0.357  0.194  0.437  | 0.829  0.185  0.000  |  0 hr 15 min
0.00010  0.560* 9.00  | 0.966  0.361  0.182  0.379  | 0.858  0.179  0.000  |  0 hr 16 min
0.00010  0.580* 9.32  | 1.083  0.355  0.257  0.451  | 0.808  0.179  0.000  |  0 hr 17 min
0.00010  0.600* 9.65  | 1.018  0.350  0.169  0.369  | 0.855  0.188  0.000  |  0 hr 17 min
0.00010  0.620* 9.97  | 1.055  0.346  0.194  0.429  | 0.846  0.184  0.000  |  0 hr 18 min
0.00010  0.640* 10.29  | 1.037  0.351  0.201  0.438  | 0.711  0.181  0.000  |  0 hr 18 min
0.00010  0.660* 10.61  | 1.013  0.335  0.214  0.417  | 0.814  0.193  0.000  |  0 hr 19 min
0.00010  0.680* 10.93  | 1.140  0.349  0.246  0.454  | 0.797  0.191  0.000  |  0 hr 20 min
0.00010  0.700* 11.25  | 1.082  0.343  0.184  0.373  | 0.720  0.193  0.000  |  0 hr 20 min
