
--- [START 2021-06-20_13-54-43] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1624197292
		torch.__version__              = 1.9.0+cu102
		torch.version.cuda             = 10.2
		torch.backends.cudnn.version() = 7605
		os['CUDA_VISIBLE_DEVICES']     = None
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Tesla P100-PCIE-16GB', major=6, minor=0, total_memory=16280MB, multi_processor_count=56)


	__file__ = SZ256_EFB3A_MASK_5FOLDS
	out_dir  = /content/drive/My Drive/kaggle/covid19-det/output/SZ256_EFB3A_MASK_5FOLDS/fold3-fine

train_dataset : 
	len = 4981
	df  = (4981, 10)
	label distribution
		 0     Negative for Pneumonia:  1366 (0.2742)
		 1         Typical Appearance:  2367 (0.4752)
		 2   Indeterminate Appearance:   867 (0.1741)
		 3        Atypical Appearance:   381 (0.0765)

valid_dataset : 
	len = 1246
	df  = (1246, 10)
	label distribution
		 0     Negative for Pneumonia:   343 (0.2753)
		 1         Typical Appearance:   591 (0.4743)
		 2   Indeterminate Appearance:   215 (0.1726)
		 3        Atypical Appearance:    97 (0.0778)


** net setting **
net=<class '__main__.AmpNet'>
	initial_checkpoint = None

optimizer
  MADGRAD (
Parameter Group 0
    eps: 1e-06
    lr: 0.0001
    momentum: 0.9
    weight_decay: 0
)

** start training here! **
   fold = 3
   is_mixed_precision = True 
   batch_size = 8
   experiment = ['SZ256_EFB3A_MASK_5FOLDS']
                      |----- VALID ---|---- TRAIN/BATCH --------------
0.00010  0.720* 11.58  | 1.188  0.328  0.155  0.402  | 0.778  0.184  0.000  |  0 hr 21 min
0.00010  0.740* 11.90  | 1.080  0.338  0.209  0.405  | 0.786  0.186  0.000  |  0 hr 21 min
0.00010  0.760* 12.22  | 1.157  0.337  0.173  0.381  | 0.700  0.185  0.000  |  0 hr 22 min
0.00010  0.780* 12.54  | 1.070  0.341  0.204  0.430  | 0.726  0.187  0.000  |  0 hr 23 min
0.00010  0.800* 12.86  | 1.058  0.349  0.165  0.398  | 0.770  0.179  0.000  |  0 hr 23 min
0.00010  0.820* 13.18  | 1.088  0.352  0.180  0.441  | 0.704  0.181  0.000  |  0 hr 24 min
0.00010  0.840* 13.50  | 1.074  0.358  0.177  0.419  | 0.676  0.184  0.000  |  0 hr 24 min
0.00010  0.860* 13.83  | 1.275  0.346  0.182  0.427  | 0.774  0.185  0.000  |  0 hr 25 min
0.00010  0.880* 14.15  | 1.180  0.330  0.193  0.426  | 0.679  0.182  0.000  |  0 hr 25 min
0.00010  0.900* 14.47  | 1.076  0.349  0.165  0.417  | 0.728  0.188  0.000  |  0 hr 26 min
0.00010  0.920* 14.79  | 1.055  0.343  0.152  0.361  | 0.741  0.183  0.000  |  0 hr 27 min
0.00010  0.940* 15.11  | 1.124  0.338  0.165  0.349  | 0.696  0.176  0.000  |  0 hr 27 min
0.00010  0.960* 15.43  | 1.155  0.340  0.208  0.447  | 0.673  0.188  0.000  |  0 hr 28 min
0.00010  0.980* 15.76  | 1.132  0.328  0.151  0.407  | 0.704  0.182  0.000  |  0 hr 28 min
0.00010  1.000* 16.08  | 1.170  0.332  0.140  0.396  | 0.668  0.183  0.000  |  0 hr 29 min
0.00010  1.020  16.40  | 1.248  0.342  0.178  0.411  | 0.616  0.177  0.000  |  0 hr 30 min
0.00010  1.040  16.72  | 1.216  0.344  0.191  0.410  | 0.636  0.181  0.000  |  0 hr 30 min

