loss,root_loss,vowel_loss,consonant_loss,root_recall,vowel_recall,consonant_recall,val_loss,val_root_loss,val_vowel_loss,val_consonant_loss,val_root_recall,val_vowel_recall,val_consonant_recall,lr,weighted_recall,val_weighted_recall
8.005835726740782,3.214078903198242,0.8411780595779419,0.7313382625579834,0.15544159710407257,0.6838832497596741,0.7064163684844971,6.818315970746776,2.3461196422576904,1.631898283958435,0.49417704343795776,0.26667994260787964,0.521808385848999,0.8339971899986267,0.0010000000474974513,0.4252957,0.47229135
1.9697400324928533,0.7722533345222473,0.22442631423473358,0.2021269053220749,0.7121810913085938,0.9226581454277039,0.9323618412017822,1.8522492300106,0.7158483862876892,0.23634526133537292,0.18420718610286713,0.7533360123634338,0.9256622195243835,0.9447818994522095,0.0009890847140923142,0.81984556,0.84427905
1.2125067845494404,0.4655783176422119,0.1448523849248886,0.13724155724048615,0.8366361260414124,0.9536446928977966,0.9560070037841797,1.3388637643826158,0.5089138150215149,0.1785207986831665,0.14251521229743958,0.8288687467575073,0.9443835616111755,0.952897846698761,0.0009568159584887326,0.895731,0.8887547
0.951433021330454,0.36085382103919983,0.11725670099258423,0.11247096955776215,0.8749917149543762,0.9641727209091187,0.9646595120429993,0.994698543337327,0.39232075214385986,0.10181134939193726,0.10824570804834366,0.8700457811355591,0.9671379923820496,0.9654451012611389,0.0009046039776876569,0.91970396,0.91816866
0.7949847412325957,0.29744845628738403,0.10096081346273422,0.09862978756427765,0.8970767259597778,0.9699262976646423,0.9690300822257996,0.8216014323355276,0.3118741512298584,0.11105549335479736,0.08679752796888351,0.8961362242698669,0.9663413763046265,0.9727643728256226,0.0008347307448275387,0.9332775,0.9328445
0.6912239721427121,0.2595311999320984,0.08804479241371155,0.08473071455955505,0.9116765260696411,0.9741529822349548,0.9739980697631836,0.9567971380451058,0.33930492401123047,0.16299282014369965,0.1151946559548378,0.8942441940307617,0.9508066177368164,0.9619099497795105,0.0007502500084228814,0.94287604,0.92530125
0.5919946524022113,0.22017841041088104,0.07635293900966644,0.07551820576190948,0.9250149130821228,0.9782026410102844,0.9769689440727234,0.8950934659076643,0.3277773857116699,0.14228588342666626,0.09725287556648254,0.8972814083099365,0.9592212438583374,0.9705237746238708,0.0006548539968207479,0.9513003,0.931077
0.5151419537971039,0.19091470539569855,0.06901252269744873,0.06724166125059128,0.9351833462715149,0.9806645512580872,0.9796410799026489,0.8883296190937863,0.32206451892852783,0.09598341584205627,0.14821726083755493,0.8964349627494812,0.9733120799064636,0.9523999094963074,0.0005527119501493871,0.95766807,0.9296455
0.4358109255528882,0.15960779786109924,0.058552343398332596,0.05808829888701439,0.9453296065330505,0.9833698272705078,0.9825510382652283,0.6485989663419844,0.23900336027145386,0.09165610373020172,0.07893609255552292,0.9255626201629639,0.9748058319091797,0.9748058319091797,0.00044828804675489664,0.964145,0.9501842
0.36052957876763925,0.13061247766017914,0.04993924871087074,0.049330078065395355,0.955326497554779,0.9863351583480835,0.9851899743080139,0.6090360374390325,0.2385922223329544,0.0734485387802124,0.05840303748846054,0.9289484024047852,0.9804819822311401,0.9822246432304382,0.0003461460000835359,0.9705446,0.95515084
0.28991547542544394,0.10368707776069641,0.040899429470300674,0.04167288541793823,0.9642778038978577,0.9888744950294495,0.9880114793777466,0.5325764444055436,0.19955356419086456,0.07061497122049332,0.06285436451435089,0.9399024248123169,0.9830710887908936,0.982473611831665,0.0002507499884814024,0.9763604,0.9613374
0.23640383119014796,0.08327756077051163,0.035533759742975235,0.03484485670924187,0.9715583324432373,0.9906614422798157,0.9902797341346741,0.49574555965918526,0.18966950476169586,0.06591705977916718,0.050489529967308044,0.9438359141349792,0.9832204580307007,0.9851125478744507,0.00016626926662866026,0.98101443,0.9640012
0.19225008625168413,0.0668569803237915,0.029357144609093666,0.029142940416932106,0.977245569229126,0.9922879338264465,0.9918509125709534,0.4622429782831216,0.1732795089483261,0.062367528676986694,0.053316425532102585,0.9508066177368164,0.9849631786346436,0.986207902431488,9.639601194066927e-05,0.98465747,0.9681961
0.16182879815318943,0.055074118077754974,0.026127684861421585,0.0255466066300869,0.9815109968185425,0.9931896924972534,0.9929628968238831,0.4619064853538441,0.16965918242931366,0.06682418286800385,0.055763933807611465,0.9523999094963074,0.9839175343513489,0.9844652414321899,4.41840456915088e-05,0.9872936,0.96829563
0.14576301331627078,0.0495130755007267,0.02346758544445038,0.023180849850177765,0.983596682548523,0.9938867688179016,0.9936046600341797,0.45778500882885126,0.1716281622648239,0.06337159126996994,0.0511571504175663,0.9533459544181824,0.9859091639518738,0.9865067005157471,1.1915273717022501e-05,0.9886712,0.9697769
