loss,root_loss,vowel_loss,consonant_loss,root_recall,vowel_recall,consonant_recall,val_loss,val_root_loss,val_vowel_loss,val_consonant_loss,val_root_recall,val_vowel_recall,val_consonant_recall,lr,weighted_recall,val_weighted_recall
10.780524705135829,4.081899642944336,1.3610804080963135,1.2546888589859009,0.015443145297467709,0.2527047097682953,0.265946626663208,4.36750885141883,1.7185554504394531,0.4273196756839752,0.5030792355537415,0.2210714966058731,0.7768372893333435,0.8575732111930847,0.0010000000474974513,0.13738441,0.5191384
