loss,root_loss,vowel_loss,consonant_loss,val_loss,val_root_loss,val_vowel_loss,val_consonant_loss,lr
2.5168858871712527,0.8795314431190491,0.45761141180992126,0.300214022397995,0.46724580487408407,0.1755746752023697,0.05526226758956909,0.06083415448665619,0.0005005000275559723
2.4783287660052986,0.8636995553970337,0.4543377757072449,0.2965905964374542,0.4763359199782276,0.17815659940242767,0.05680295079946518,0.0632198229432106,0.00046130968257784843
2.454806371662827,0.8527770042419434,0.45173823833465576,0.29751139879226685,0.465142495206492,0.17436955869197845,0.055568475276231766,0.0608348585665226,0.0004223609867040068
2.4093300329884038,0.8339126110076904,0.44704923033714294,0.2944583296775818,0.4655187308764572,0.17436419427394867,0.05378607660531998,0.06300418823957443,0.00038389404653571546
2.3681880182500192,0.8177393674850464,0.4423403739929199,0.2903677523136139,0.4561908489321566,0.17207646369934082,0.05325750634074211,0.05878074839711189,0.0003461460000835359
2.3237363903325945,0.8007739186286926,0.43485572934150696,0.2873338460922241,0.46829380813888183,0.1758641004562378,0.05377732962369919,0.06278834491968155,0.0003093496197834611
2.2953215419700164,0.7889488935470581,0.4314577877521515,0.2859654724597931,0.45962976786058846,0.17176710069179535,0.05269189178943634,0.06340334564447403,0.0002737317408900708
2.2629638261787446,0.774880588054657,0.42940980195999146,0.28378939628601074,0.4629573775277396,0.17513218522071838,0.05396934226155281,0.058723583817481995,0.0002395119663560763
2.236769114272711,0.765062153339386,0.42484021186828613,0.2818041741847992,0.4616117658491015,0.1717783808708191,0.05427464470267296,0.06378007680177689,0.00020690126984845847
2.2222637006696218,0.7576215267181396,0.4251693785190582,0.2818503975868225,0.47348706621400843,0.17810720205307007,0.05349259451031685,0.0637802854180336,0.00017610070062801242
