
--- [START 2021-06-20_13-54-43] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1624197292
		torch.__version__              = 1.9.0+cu102
		torch.version.cuda             = 10.2
		torch.backends.cudnn.version() = 7605
		os['CUDA_VISIBLE_DEVICES']     = None
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Tesla P100-PCIE-16GB', major=6, minor=0, total_memory=16280MB, multi_processor_count=56)


	__file__ = SZ256_EFB3A_MASK_5FOLDS
	out_dir  = /content/drive/My Drive/kaggle/covid19-det/output/SZ256_EFB3A_MASK_5FOLDS/fold1-fine

train_dataset : 
	len = 4980
	df  = (4980, 10)
	label distribution
		 0     Negative for Pneumonia:  1366 (0.2743)
		 1         Typical Appearance:  2367 (0.4753)
		 2   Indeterminate Appearance:   862 (0.1731)
		 3        Atypical Appearance:   385 (0.0773)

valid_dataset : 
	len = 1247
	df  = (1247, 10)
	label distribution
		 0     Negative for Pneumonia:   343 (0.2751)
		 1         Typical Appearance:   591 (0.4739)
		 2   Indeterminate Appearance:   220 (0.1764)
		 3        Atypical Appearance:    93 (0.0746)


** net setting **
net=<class '__main__.AmpNet'>
	initial_checkpoint = None

optimizer
  MADGRAD (
Parameter Group 0
    eps: 1e-06
    lr: 0.0001
    momentum: 0.9
    weight_decay: 0
)

** start training here! **
   fold = 1
   is_mixed_precision = True 
   batch_size = 8
   experiment = ['SZ256_EFB3A_MASK_5FOLDS']
                      |----- VALID ---|---- TRAIN/BATCH --------------
rate     iter   epoch | loss    map   | loss0  loss1  | time          
----------------------------------------------------------------------
0.00000  0.000* 0.00  | 1.399  0.151  0.211  0.463  | 0.000  0.000  0.000  |  0 hr 00 min
0.00010  0.020* 0.32  | 1.018  0.300  0.196  0.416  | 1.063  0.245  0.000  |  0 hr 00 min
0.00010  0.040* 0.64  | 0.987  0.303  0.160  0.402  | 1.111  0.225  0.000  |  0 hr 01 min
0.00010  0.060* 0.96  | 0.969  0.318  0.111  0.379  | 1.028  0.210  0.000  |  0 hr 01 min
0.00010  0.080* 1.29  | 1.004  0.307  0.169  0.340  | 0.995  0.221  0.000  |  0 hr 02 min
0.00010  0.100* 1.61  | 0.971  0.329  0.245  0.455  | 1.012  0.218  0.000  |  0 hr 03 min
0.00010  0.120* 1.93  | 0.936  0.323  0.151  0.350  | 0.985  0.202  0.000  |  0 hr 03 min
0.00010  0.140* 2.25  | 0.955  0.349  0.172  0.345  | 0.991  0.211  0.000  |  0 hr 04 min
0.00010  0.160* 2.57  | 0.906  0.347  0.167  0.438  | 0.988  0.198  0.000  |  0 hr 04 min
0.00010  0.180* 2.89  | 0.920  0.354  0.249  0.444  | 1.004  0.202  0.000  |  0 hr 05 min
0.00010  0.200* 3.22  | 0.919  0.345  0.148  0.339  | 0.939  0.203  0.000  |  0 hr 05 min
0.00010  0.220* 3.54  | 0.891  0.363  0.176  0.420  | 0.928  0.194  0.000  |  0 hr 06 min
0.00010  0.240* 3.86  | 0.916  0.350  0.235  0.435  | 0.979  0.195  0.000  |  0 hr 07 min
0.00010  0.260* 4.18  | 0.940  0.355  0.207  0.447  | 0.921  0.197  0.000  |  0 hr 07 min
0.00010  0.280* 4.50  | 0.919  0.352  0.227  0.441  | 0.916  0.199  0.000  |  0 hr 08 min
0.00010  0.300* 4.82  | 0.936  0.346  0.229  0.393  | 0.958  0.198  0.000  |  0 hr 08 min
0.00010  0.320* 5.14  | 0.914  0.355  0.221  0.432  | 0.876  0.194  0.000  |  0 hr 09 min
0.00010  0.340* 5.47  | 0.906  0.361  0.181  0.422  | 0.907  0.196  0.000  |  0 hr 10 min
0.00010  0.360* 5.79  | 0.888  0.372  0.142  0.423  | 0.923  0.196  0.000  |  0 hr 10 min
0.00010  0.380* 6.11  | 0.901  0.363  0.177  0.358  | 0.909  0.197  0.000  |  0 hr 11 min
0.00010  0.400* 6.43  | 0.889  0.365  0.175  0.376  | 0.882  0.188  0.000  |  0 hr 11 min
0.00010  0.420* 6.75  | 0.974  0.345  0.277  0.472  | 0.885  0.183  0.000  |  0 hr 12 min
0.00010  0.440* 7.07  | 0.902  0.366  0.167  0.371  | 0.866  0.199  0.000  |  0 hr 12 min
0.00010  0.460* 7.40  | 1.012  0.350  0.280  0.505  | 0.876  0.192  0.000  |  0 hr 13 min
0.00010  0.480* 7.72  | 0.907  0.355  0.151  0.386  | 0.907  0.193  0.000  |  0 hr 14 min
0.00010  0.500* 8.04  | 0.910  0.357  0.262  0.484  | 0.891  0.190  0.000  |  0 hr 14 min
0.00010  0.520* 8.36  | 0.964  0.354  0.185  0.407  | 0.801  0.187  0.000  |  0 hr 15 min
0.00010  0.540* 8.68  | 0.932  0.347  0.198  0.421  | 0.826  0.189  0.000  |  0 hr 15 min
0.00010  0.560* 9.00  | 0.931  0.358  0.171  0.425  | 0.863  0.193  0.000  |  0 hr 16 min
0.00010  0.580* 9.32  | 0.932  0.350  0.202  0.417  | 0.839  0.178  0.000  |  0 hr 17 min
0.00010  0.600* 9.65  | 0.881  0.359  0.201  0.436  | 0.851  0.186  0.000  |  0 hr 17 min
0.00010  0.620* 9.97  | 0.921  0.361  0.225  0.449  | 0.862  0.189  0.000  |  0 hr 18 min
0.00010  0.640* 10.29  | 1.025  0.352  0.239  0.450  | 0.781  0.178  0.000  |  0 hr 18 min
0.00010  0.660* 10.61  | 0.932  0.359  0.152  0.427  | 0.813  0.187  0.000  |  0 hr 19 min
0.00010  0.680* 10.93  | 0.956  0.351  0.184  0.424  | 0.836  0.179  0.000  |  0 hr 19 min
0.00010  0.700* 11.25  | 0.965  0.346  0.176  0.391  | 0.846  0.192  0.000  |  0 hr 20 min
