
--- [START 2021-06-20_13-54-43] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1624197292
		torch.__version__              = 1.9.0+cu102
		torch.version.cuda             = 10.2
		torch.backends.cudnn.version() = 7605
		os['CUDA_VISIBLE_DEVICES']     = None
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Tesla P100-PCIE-16GB', major=6, minor=0, total_memory=16280MB, multi_processor_count=56)


	__file__ = SZ256_EFB3A_MASK_5FOLDS
	out_dir  = /content/drive/My Drive/kaggle/covid19-det/output/SZ256_EFB3A_MASK_5FOLDS/fold0-fine

train_dataset : 
	len = 4980
	df  = (4980, 10)
	label distribution
		 0     Negative for Pneumonia:  1366 (0.2743)
		 1         Typical Appearance:  2367 (0.4753)
		 2   Indeterminate Appearance:   864 (0.1735)
		 3        Atypical Appearance:   383 (0.0769)

valid_dataset : 
	len = 1247
	df  = (1247, 10)
	label distribution
		 0     Negative for Pneumonia:   343 (0.2751)
		 1         Typical Appearance:   591 (0.4739)
		 2   Indeterminate Appearance:   218 (0.1748)
		 3        Atypical Appearance:    95 (0.0762)


** net setting **
net=<class '__main__.AmpNet'>
	initial_checkpoint = None

optimizer
  MADGRAD (
Parameter Group 0
    eps: 1e-06
    lr: 0.0001
    momentum: 0.9
    weight_decay: 0
)

** start training here! **
   fold = 0
   is_mixed_precision = True 
   batch_size = 8
   experiment = ['SZ256_EFB3A_MASK_5FOLDS']
                      |----- VALID ---|---- TRAIN/BATCH --------------
0.00010  0.720* 11.58  | 1.109  0.332  0.200  0.372  | 0.745  0.180  0.000  |  0 hr 20 min
0.00010  0.740* 11.90  | 0.960  0.346  0.200  0.411  | 0.798  0.187  0.000  |  0 hr 21 min
0.00010  0.760* 12.22  | 1.042  0.336  0.158  0.398  | 0.720  0.185  0.000  |  0 hr 21 min
0.00010  0.780* 12.54  | 1.003  0.330  0.185  0.396  | 0.762  0.191  0.000  |  0 hr 22 min
0.00010  0.800* 12.86  | 1.102  0.352  0.159  0.418  | 0.753  0.183  0.000  |  0 hr 23 min
0.00010  0.820* 13.18  | 1.179  0.332  0.219  0.407  | 0.673  0.189  0.000  |  0 hr 23 min
0.00010  0.840* 13.50  | 1.062  0.335  0.188  0.382  | 0.777  0.180  0.000  |  0 hr 24 min
0.00010  0.860* 13.83  | 1.032  0.337  0.200  0.428  | 0.707  0.180  0.000  |  0 hr 24 min
0.00010  0.880* 14.15  | 1.216  0.317  0.216  0.442  | 0.661  0.178  0.000  |  0 hr 25 min
0.00010  0.900* 14.47  | 1.133  0.333  0.168  0.391  | 0.732  0.187  0.000  |  0 hr 26 min
0.00010  0.920* 14.79  | 1.047  0.336  0.180  0.377  | 0.732  0.188  0.000  |  0 hr 26 min
0.00010  0.940* 15.11  | 1.144  0.331  0.159  0.383  | 0.665  0.185  0.000  |  0 hr 27 min
0.00010  0.960* 15.43  | 1.250  0.328  0.242  0.472  | 0.729  0.182  0.000  |  0 hr 27 min
0.00010  0.980* 15.76  | 1.031  0.351  0.175  0.387  | 0.677  0.177  0.000  |  0 hr 28 min
0.00010  1.000* 16.08  | 1.116  0.342  0.196  0.411  | 0.638  0.183  0.000  |  0 hr 28 min
0.00010  1.020  16.40  | 1.096  0.339  0.160  0.370  | 0.680  0.184  0.000  |  0 hr 29 min
0.00010  1.040  16.72  | 1.120  0.344  0.181  0.366  | 0.730  0.186  0.000  |  0 hr 30 min

