
--- [START 2021-06-20_13-54-43] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1624197292
		torch.__version__              = 1.9.0+cu102
		torch.version.cuda             = 10.2
		torch.backends.cudnn.version() = 7605
		os['CUDA_VISIBLE_DEVICES']     = None
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Tesla P100-PCIE-16GB', major=6, minor=0, total_memory=16280MB, multi_processor_count=56)


	__file__ = SZ256_EFB3A_MASK_5FOLDS
	out_dir  = /content/drive/My Drive/kaggle/covid19-det/output/SZ256_EFB3A_MASK_5FOLDS/fold2-fine

train_dataset : 
	len = 4984
	df  = (4984, 10)
	label distribution
		 0     Negative for Pneumonia:  1371 (0.2751)
		 1         Typical Appearance:  2362 (0.4739)
		 2   Indeterminate Appearance:   868 (0.1742)
		 3        Atypical Appearance:   383 (0.0768)

valid_dataset : 
	len = 1243
	df  = (1243, 10)
	label distribution
		 0     Negative for Pneumonia:   338 (0.2719)
		 1         Typical Appearance:   596 (0.4795)
		 2   Indeterminate Appearance:   214 (0.1722)
		 3        Atypical Appearance:    95 (0.0764)


** net setting **
net=<class '__main__.AmpNet'>
	initial_checkpoint = None

optimizer
  MADGRAD (
Parameter Group 0
    eps: 1e-06
    lr: 0.0001
    momentum: 0.9
    weight_decay: 0
)

** start training here! **
   fold = 2
   is_mixed_precision = True 
   batch_size = 8
   experiment = ['SZ256_EFB3A_MASK_5FOLDS']
                      |----- VALID ---|---- TRAIN/BATCH --------------
rate     iter   epoch | loss    map   | loss0  loss1  | time          
----------------------------------------------------------------------
0.00000  0.000* 0.00  | 1.363  0.176  0.162  0.395  | 0.000  0.000  0.000  |  0 hr 00 min
0.00010  0.020* 0.32  | 1.033  0.299  0.210  0.418  | 1.046  0.249  0.000  |  0 hr 00 min
0.00010  0.040* 0.64  | 1.013  0.295  0.191  0.398  | 1.102  0.228  0.000  |  0 hr 01 min
0.00010  0.060* 0.96  | 0.969  0.305  0.215  0.385  | 1.055  0.214  0.000  |  0 hr 01 min
0.00010  0.080* 1.28  | 1.046  0.327  0.170  0.352  | 0.939  0.211  0.000  |  0 hr 02 min
0.00010  0.100* 1.61  | 0.958  0.322  0.144  0.394  | 1.033  0.205  0.000  |  0 hr 03 min
0.00010  0.120* 1.93  | 0.977  0.326  0.218  0.418  | 0.976  0.204  0.000  |  0 hr 03 min
0.00010  0.140* 2.25  | 0.950  0.332  0.149  0.337  | 0.990  0.201  0.000  |  0 hr 04 min
0.00010  0.160* 2.57  | 0.934  0.340  0.220  0.381  | 0.990  0.209  0.000  |  0 hr 04 min
0.00010  0.180* 2.89  | 0.963  0.336  0.189  0.416  | 1.029  0.193  0.000  |  0 hr 05 min
0.00010  0.200* 3.21  | 0.968  0.319  0.161  0.429  | 0.971  0.188  0.000  |  0 hr 05 min
0.00010  0.220* 3.53  | 0.939  0.346  0.161  0.405  | 0.934  0.201  0.000  |  0 hr 06 min
0.00010  0.240* 3.85  | 0.910  0.349  0.158  0.409  | 0.949  0.197  0.000  |  0 hr 07 min
0.00010  0.260* 4.17  | 0.932  0.337  0.198  0.400  | 0.948  0.184  0.000  |  0 hr 07 min
0.00010  0.280* 4.49  | 0.923  0.345  0.184  0.377  | 0.930  0.201  0.000  |  0 hr 08 min
0.00010  0.300* 4.82  | 0.919  0.350  0.151  0.411  | 0.937  0.193  0.000  |  0 hr 08 min
0.00010  0.320* 5.14  | 0.913  0.349  0.224  0.428  | 0.896  0.187  0.000  |  0 hr 09 min
0.00010  0.340* 5.46  | 0.935  0.346  0.225  0.438  | 0.946  0.197  0.000  |  0 hr 10 min
0.00010  0.360* 5.78  | 0.952  0.343  0.165  0.389  | 0.916  0.193  0.000  |  0 hr 10 min
0.00010  0.380* 6.10  | 0.917  0.354  0.249  0.449  | 0.925  0.190  0.000  |  0 hr 11 min
0.00010  0.400* 6.42  | 1.040  0.347  0.204  0.456  | 0.847  0.192  0.000  |  0 hr 11 min
0.00010  0.420* 6.74  | 0.908  0.357  0.208  0.409  | 0.887  0.192  0.000  |  0 hr 12 min
0.00010  0.440* 7.06  | 0.906  0.353  0.202  0.405  | 0.849  0.191  0.000  |  0 hr 12 min
0.00010  0.460* 7.38  | 0.970  0.349  0.199  0.426  | 0.837  0.184  0.000  |  0 hr 13 min
0.00010  0.480* 7.70  | 0.900  0.360  0.203  0.431  | 0.935  0.186  0.000  |  0 hr 14 min
0.00010  0.500* 8.03  | 0.977  0.351  0.129  0.397  | 0.849  0.194  0.000  |  0 hr 14 min
0.00010  0.520* 8.35  | 0.983  0.349  0.153  0.374  | 0.826  0.183  0.000  |  0 hr 15 min
0.00010  0.540* 8.67  | 0.939  0.355  0.175  0.398  | 0.847  0.192  0.000  |  0 hr 15 min
0.00010  0.560* 8.99  | 0.905  0.361  0.227  0.442  | 0.861  0.195  0.000  |  0 hr 16 min
0.00010  0.580* 9.31  | 0.977  0.342  0.218  0.457  | 0.821  0.187  0.000  |  0 hr 17 min
0.00010  0.600* 9.63  | 0.926  0.358  0.203  0.385  | 0.870  0.189  0.000  |  0 hr 17 min
0.00010  0.620* 9.95  | 0.952  0.347  0.236  0.432  | 0.840  0.186  0.000  |  0 hr 18 min
0.00010  0.640* 10.27  | 1.127  0.346  0.282  0.467  | 0.741  0.182  0.000  |  0 hr 18 min
0.00010  0.660* 10.59  | 0.933  0.355  0.227  0.439  | 0.839  0.175  0.000  |  0 hr 19 min
0.00010  0.680* 10.91  | 0.942  0.362  0.198  0.407  | 0.860  0.191  0.000  |  0 hr 20 min
0.00010  0.700* 11.24  | 0.958  0.360  0.130  0.380  | 0.796  0.186  0.000  |  0 hr 20 min
