loss,root_loss,vowel_loss,consonant_loss,root_recall,vowel_recall,consonant_recall,val_loss,val_root_loss,val_vowel_loss,val_consonant_loss,val_root_recall,val_vowel_recall,val_consonant_recall,lr,weighted_recall,val_weighted_recall
5.250587392973738,6.635551929473877,2.3838765621185303,1.836552381515503,0.002618456957861781,0.12916262447834015,0.14607399702072144,2.793617871916218,3.608318328857422,0.8889830708503723,0.8944795727729797,0.032538339495658875,0.4886725842952728,0.2152210772037506,0.0010000000474974513,0.07011838,0.1922426
3.473533363538831,4.38969087600708,1.6993420124053955,1.1540824174880981,0.028064275160431862,0.22241371870040894,0.24292729794979095,1.4133902649116363,1.7803280353546143,0.6147893667221069,0.528411865234375,0.2377016544342041,0.6357797384262085,0.35817068815231323,0.0009972637053579092,0.1303674,0.36733842
2.7480693031762615,3.4404149055480957,1.4468400478363037,0.9754647612571716,0.08430863916873932,0.2669747471809387,0.3123340308666229,0.9139596161663912,1.1168863773345947,0.4736846685409546,0.423855185508728,0.4674616754055023,0.7151463627815247,0.4751543402671814,0.0009890847140923142,0.18698151,0.531306
2.419533988077391,3.0205960273742676,1.292014241218567,0.8795667290687561,0.13576234877109528,0.2963849902153015,0.3696669042110443,0.7451157339961286,0.9132562279701233,0.3730624318122864,0.342647910118103,0.5841217041015625,0.7995668053627014,0.5629854798316956,0.0009755527134984732,0.23439415,0.6326989
2.2275430424452685,2.775066375732422,1.2112102508544922,0.8193677067756653,0.1723354160785675,0.3152013123035431,0.41162562370300293,0.6209653095597294,0.7530362010002136,0.3570682406425476,0.29066669940948486,0.6477046608924866,0.796554446220398,0.6922674775123596,0.0009568159584887326,0.26787445,0.6960578
2.1091126976783223,2.624669075012207,1.1478419303894043,0.785300612449646,0.19804175198078156,0.33007165789604187,0.43951523303985596,0.5529154069413236,0.6579241156578064,0.3299138844013214,0.29688674211502075,0.7356602549552917,0.8079565763473511,0.6507667899131775,0.0009330796892754734,0.2914176,0.7325109
2.021754403232531,2.5151493549346924,1.1025116443634033,0.7544879913330078,0.21729736030101776,0.34263554215431213,0.4628692865371704,0.5094983846091541,0.6033714413642883,0.30638280510902405,0.28249895572662354,0.7749950289726257,0.8255327343940735,0.6787243485450745,0.0009046039776876569,0.3100249,0.7635618
1.9457765235007403,2.415959119796753,1.072759985923767,0.7366384267807007,0.2340853363275528,0.34938955307006836,0.4794635474681854,0.47277742395307987,0.5659693479537964,0.272102028131485,0.24694393575191498,0.7777335047721863,0.8512248396873474,0.7314777970314026,0.0008717008167877793,0.32425594,0.78454244
1.915047517909039,2.3845691680908203,1.0410882234573364,0.708695113658905,0.24554888904094696,0.35721349716186523,0.4925137758255005,0.4809029092063095,0.577893078327179,0.29752886295318604,0.2331244796514511,0.747585117816925,0.8369846940040588,0.7635680437088013,0.0008347307448275387,0.33520627,0.7739307
1.861765794690412,2.313464403152466,1.0143182277679443,0.7045365571975708,0.2566150426864624,0.365082710981369,0.5019174218177795,0.4546506660901437,0.5482041239738464,0.25764596462249756,0.22571447491645813,0.7628958225250244,0.857473611831665,0.8128609657287598,0.0007940987125039101,0.34505755,0.79903156
