loss,root_loss,vowel_loss,consonant_loss,root_recall,vowel_recall,consonant_recall,val_loss,val_root_loss,val_vowel_loss,val_consonant_loss,val_root_recall,val_vowel_recall,val_consonant_recall,lr,weighted_recall,val_weighted_recall
0.24868650588893848,0.08518079668283463,0.036733392626047134,0.04159126430749893,0.95743727684021,0.9864097833633423,0.9746677279472351,0.6462543927752976,0.22169050574302673,0.08751681447029114,0.11535660177469254,0.9448068141937256,0.9837432503700256,0.9751543402671814,0.0004137627256568521,0.96898806,0.9621278
0.2222195652225257,0.07530184835195541,0.034733038395643234,0.036883000284433365,0.9614322185516357,0.9871129393577576,0.9763540625572205,0.7009346383085451,0.24226969480514526,0.09339505434036255,0.12300027161836624,0.9463752508163452,0.9840420484542847,0.9770215153694153,0.0003712198813445866,0.9715829,0.96345353
0.19184296325050154,0.06601956486701965,0.02947896532714367,0.030324826017022133,0.9656946659088135,0.9886250495910645,0.9795026779174805,0.7106555196676095,0.23930217325687408,0.09068936854600906,0.14136134088039398,0.9471718668937683,0.9821997880935669,0.9785899519920349,0.0003296609502285719,0.97487926,0.9637834
0.1651621339742535,0.056155137717723846,0.026338431984186172,0.026513300836086273,0.9698824882507324,0.9902366995811462,0.9811952114105225,0.740335151550188,0.24865232408046722,0.09724638611078262,0.14578448235988617,0.9491386413574219,0.98152756690979,0.9785899519920349,0.00028940217453055084,0.97779924,0.9645987
0.1448300639695029,0.04862011596560478,0.023564428091049194,0.02402537688612938,0.9738338589668274,0.9911327362060547,0.9828380346298218,0.7251182599486279,0.24798426032066345,0.09814868122339249,0.1310010403394699,0.9453046917915344,0.985012948513031,0.9802080988883972,0.0002507499884814024,0.9804096,0.9639576
0.1257957188976867,0.04214257374405861,0.019881701096892357,0.02162891812622547,0.9764474034309387,0.9922777414321899,0.9847919344902039,0.7211624312710987,0.23627981543540955,0.10000526160001755,0.14859704673290253,0.9506821632385254,0.9846395254135132,0.9811292290687561,0.00021399857359938323,0.98249114,0.9667833
0.10770611624110658,0.035510480403900146,0.01883728988468647,0.017847880721092224,0.9795089364051819,0.9928315281867981,0.986316442489624,0.7741591658555921,0.26140838861465454,0.09811802208423615,0.15322460234165192,0.95088130235672,0.9854112863540649,0.9813533425331116,0.0001794275885913521,0.9845415,0.96713185
0.09845138842664468,0.03031899593770504,0.016886435449123383,0.02092687226831913,0.9821472764015198,0.9931302070617676,0.9862044453620911,0.8181097900790977,0.27118590474128723,0.10088149458169937,0.17485679686069489,0.9506821632385254,0.9856602549552917,0.9799591898918152,0.00014730016118846834,0.9859073,0.966746
0.08647767793469142,0.02788948453962803,0.01476743258535862,0.015931323170661926,0.983167827129364,0.9940138459205627,0.9879156947135925,0.8101736146504924,0.2796286940574646,0.10346333682537079,0.14745329320430756,0.9526488780975342,0.9853863716125488,0.9800587296485901,0.00011786079994635656,0.98706627,0.9676857
0.07404980986306854,0.02338789403438568,0.013980015181005001,0.013294043950736523,0.9858746528625488,0.9944058656692505,0.9892037510871887,0.8674367775581295,0.2897200286388397,0.10851775109767914,0.17947843670845032,0.9508315324783325,0.9854112863540649,0.9830710887908936,9.133355342783034e-05,0.98883975,0.96753633
