loss,root_loss,vowel_loss,consonant_loss,root_recall,vowel_recall,consonant_recall,val_loss,val_root_loss,val_vowel_loss,val_consonant_loss,val_root_recall,val_vowel_recall,val_consonant_recall,lr,weighted_recall,val_weighted_recall
0.16581235358579707,0.05079468712210655,0.02642800472676754,0.0377868190407753,0.9775498509407043,0.9917402267456055,0.9844763278961182,0.0697465570407933,0.024094561114907265,0.011132287792861462,0.01042512059211731,0.9890459775924683,0.9958175420761108,0.9925811886787415,9.999999747378752e-05,0.9828291,0.9916227
0.14307749047293392,0.045451320707798004,0.023402536287903786,0.028808793053030968,0.9780920147895813,0.9919891953468323,0.984686553478241,0.07236467926354433,0.02484789676964283,0.011767808347940445,0.010901086032390594,0.988498330116272,0.9956681728363037,0.9907886981964111,9.939057053998113e-05,0.9832149,0.9908634
0.13060770528429544,0.04124358668923378,0.022267377004027367,0.025848891586065292,0.9788886904716492,0.9920555949211121,0.9852231740951538,0.07735537018001845,0.027595942839980125,0.011428468860685825,0.01073499396443367,0.9880501627922058,0.9961163401603699,0.9915355443954468,9.757730003912002e-05,0.98376405,0.99093807
0.11376884982252673,0.03653237223625183,0.019611094146966934,0.021088814362883568,0.9799951314926147,0.9928909540176392,0.9854831695556641,0.07787337252417147,0.026306673884391785,0.01240337174385786,0.012856641784310341,0.9888966083526611,0.9952698945999146,0.9904401302337646,9.46048239711672e-05,0.9845911,0.99087584
0.10632461332643399,0.034414391964673996,0.018301881849765778,0.019188642501831055,0.9809245467185974,0.9930237531661987,0.986246645450592,0.0802603864163282,0.02822018601000309,0.012419388629496098,0.011400586925446987,0.987153947353363,0.9955188035964966,0.9911372065544128,9.054633846972138e-05,0.9852799,0.99024093
0.0982092779577217,0.03196563944220543,0.016885370016098022,0.017401432618498802,0.9824182987213135,0.9934829473495483,0.9874526858329773,0.07992375688627362,0.027555543929338455,0.013407791033387184,0.01140488963574171,0.9884485006332397,0.9947719573974609,0.9924317598342896,8.550178608857095e-05,0.98644304,0.9910252
0.08993536692619926,0.028590187430381775,0.016261698678135872,0.016487708315253258,0.9832426309585571,0.9937152862548828,0.9876242280006409,0.07897213595707242,0.02842295728623867,0.011736614629626274,0.010389594361186028,0.9879007935523987,0.9958673715591431,0.9926807284355164,7.959536742419004e-05,0.9869562,0.99108744
0.08831900690886822,0.028007730841636658,0.01550675556063652,0.01679946295917034,0.9844210147857666,0.994008481502533,0.9880944490432739,0.08235201375771412,0.029019610956311226,0.01340927742421627,0.010903498157858849,0.9877514243125916,0.9954192638397217,0.9915355443954468,7.297252886928618e-05,0.9877362,0.9906144
0.08018810458347309,0.025465670973062515,0.014112964272499084,0.015138570219278336,0.9852287173271179,0.99419105052948,0.988420844078064,0.08539225719855234,0.03042054921388626,0.013365020975470543,0.011186129413545132,0.9873033165931702,0.9957677721977234,0.9917845129966736,6.579633918590844e-05,0.9882673,0.9905397
0.075349695087663,0.02339598350226879,0.013986357487738132,0.014576077461242676,0.9859866499900818,0.9945728182792664,0.9890791773796082,0.07828536143888472,0.027821892872452736,0.011977757327258587,0.010663813911378384,0.988099992275238,0.9955188035964966,0.9925313591957092,5.824350591865368e-05,0.9889063,0.9910625
0.0712712566100688,0.022366302087903023,0.013036288321018219,0.013498193584382534,0.9868717789649963,0.9946170449256897,0.9897099137306213,0.08201134800918365,0.029392648488283157,0.012574936263263226,0.010651122778654099,0.9880501627922058,0.9960665106773376,0.9920334815979004,5.0499998906161636e-05,0.9895176,0.9910501
